lns,lnk,s,k,k^0.5,y,Y,K/Ye,ke,vark,Ye/Y
0.2099,-0.0826,1.233554698,0.920719361,0.959541224,1.183646586,,,,,
0.645,-1.9159,1.905987029,0.147209285,0.383678621,0.731286476,,,,,
0.9522,1.5838,2.591404483,4.873439741,2.207586859,5.720750482,,,,,
-1.0399,-1.0104,0.353490029,0.364073321,0.603384886,0.213290541,,,,,
1.3123,-0.8947,3.714707722,0.408730199,0.639320107,2.374887339,,,,,
-0.5194,-0.584,0.594877367,0.557663246,0.746768536,0.444235701,,,,,
-1.147,-3.7422,0.317588106,0.023701902,0.153954219,0.048894029,,,,,
-1.1547,-0.388,0.315152068,0.678412343,0.823657904,0.259577492,,,,,
0.7287,-2.73,2.072384756,0.06521929,0.255380676,0.52924702,,,,,
0.6257,-0.5159,1.869554187,0.596963086,0.772633863,1.444480874,,,,,
-1.779,1.6616,0.16880687,5.267732477,2.295154129,0.387437784,,,,,
-2.5487,-0.3539,0.078183238,0.701945158,0.837821675,0.065503612,,,,,
0.4755,-0.1414,1.608818406,0.868141985,0.931741373,1.49900267,,,,,
-0.7044,-3.2228,0.494405128,0.039843341,0.199607967,0.098687203,,,,,
-1.0336,0.4781,0.355724046,1.613006776,1.270042037,0.451784492,,,,,
-1.0867,-0.7803,0.337327841,0.45826851,0.676955324,0.228355878,,,,,
-0.0293,-0.901,0.971125083,0.406163293,0.637309417,0.618907161,,,,,
-0.5309,-0.5385,0.588075464,0.583623031,0.763952244,0.44926157,,,,,
0.061,-2.153,1.062898914,0.116135229,0.340786192,0.362221274,,,,,
-0.5651,-1.6887,0.568303314,0.184759555,0.429836661,0.244277599,,,,,
-1.0979,-0.571,0.333570847,0.564960196,0.751638341,0.250724638,,,,,
0.8296,-1.4461,2.292401596,0.235486898,0.485269923,1.112433547,,,,,
0.8012,0.5793,2.228213181,1.784788641,1.33595982,2.97680328,,,,,
-1.6681,0.2343,0.188605075,1.264023642,1.12428806,0.212046434,,,,,
-0.9961,0.7657,0.369316972,2.150499197,1.466458045,0.541587845,,,,,
-1.2181,0.3884,0.295791637,1.474619514,1.214339126,0.359191359,,,,,
-0.9732,-1.7268,0.377871911,0.177852629,0.421725774,0.159358324,,,,,
-0.9612,-0.8417,0.38243369,0.430977239,0.656488567,0.251063345,,,,,
0.9651,-1.4151,2.625050148,0.242901322,0.492850202,1.293756497,,,,,
0.8023,1.0444,2.230665564,2.841692996,1.685732184,3.760304733,,,,,
-1.085,-1.7466,0.337901786,0.17436578,0.417571288,0.141098084,,,,,
0.7883,-0.5406,2.199653834,0.582398708,0.763150515,1.678666956,,,,,
0.3932,-2.7328,1.481714703,0.065036931,0.255023393,0.377871911,,,,,
0.2585,-1.6401,1.29498615,0.193960645,0.440409633,0.570324376,,,,,
-1.1508,-1.7565,0.316383561,0.172648076,0.415509417,0.131460349,,,,,
-0.2572,-0.6643,0.773213556,0.514633645,0.717379708,0.554687715,,,,,
-0.2896,1.1145,0.748562933,3.048043776,1.745864765,1.306889649,,,,,
-0.0855,-1.2798,0.918053143,0.278092913,0.527345156,0.484130878,,,,,
0.5073,-1.0477,1.660800973,0.350743532,0.592236044,0.983586199,,,,,
-1.7061,-1.5685,0.181572546,0.208357484,0.45646192,0.082880953,,,,,
-1.1696,0.3752,0.310491113,1.455282442,1.206350878,0.374561227,,,,,
-1.0215,-0.8069,0.360054453,0.446239266,0.668011427,0.240520489,,,,,
-1.2686,-2.2274,0.281225061,0.107808368,0.328341846,0.092337956,,,,,
0.0049,-1.5493,1.004912025,0.212396599,0.460865056,0.463128836,,,,,
-0.765,-0.2213,0.465333931,0.801476201,0.895252032,0.416591147,,,,,
-0.0747,-2.3392,0.928021851,0.096404731,0.310491113,0.288142537,,,,,
0.4302,0.1495,1.537565006,1.161253471,1.077614714,1.656902673,,,,,
-0.0869,-1.7071,0.916768768,0.181391065,0.425900299,0.390452092,,,,,
-0.0704,1.782,0.932020937,5.941727999,2.437565999,2.271862546,,,,,
-0.4658,-1.8161,0.627632798,0.162658885,0.403309912,0.253130529,,,,,
0.2137,-0.3882,1.238251124,0.678276674,0.823575543,1.019793341,,,,,
-0.5095,-1.068,0.600795902,0.343695221,0.586255252,0.352219753,,,,,
-1.9853,-1.7669,0.137339406,0.17086184,0.413354376,0.056769845,,,,,
-0.2413,0.7035,0.785605909,2.020813191,1.421553091,1.116780509,,,,,
-0.8849,-2.0811,0.412755447,0.124792865,0.353260335,0.145810128,,,,,
-0.6303,0.3327,0.532432047,1.394728817,1.180986375,0.628794993,,,,,
0.1505,-1.0479,1.162415305,0.350673391,0.592176824,0.688355403,,,,,
-1.6809,-3.316,0.186206315,0.036297733,0.190519639,0.03547596,,,,,
-1.4888,-1.9659,0.225643265,0.140029803,0.374205563,0.084436965,,,,,
-0.109,-1.9423,0.896730417,0.14337381,0.378647343,0.33954459,,,,,
-0.4144,-1.3404,0.660736604,0.261740951,0.511606246,0.338036974,,,,,
-1.0715,1.0842,0.34249439,2.957073214,1.719614263,0.588958239,,,,,
1.2572,0.5722,3.515564114,1.772161521,1.331225571,4.680008846,,,,,
-1.0476,-1.6879,0.350778608,0.184907422,0.43000863,0.150837829,,,,,
-0.5801,-1.6933,0.55984238,0.183911613,0.428849173,0.240087941,,,,,
-0.4197,-2.0289,0.657243963,0.13148007,0.362601806,0.238317848,,,,,
-0.0182,-0.69,0.98196462,0.501576069,0.708220353,0.69544733,,,,,
-0.4258,-0.222,0.653246978,0.800915364,0.894938749,0.584616034,,,,,
-0.7705,-0.7879,0.46278162,0.454798871,0.674387775,0.312094267,,,,,
0.294,0.1053,1.341783904,1.111043874,1.054060659,1.414321626,,,,,
-0.6565,0.4677,0.518663484,1.596318435,1.26345496,0.655307951,,,,,
-1.0002,-0.8221,0.367805873,0.439507719,0.662953783,0.243838295,,,,,
0.6387,-0.3242,1.894017056,0.723105607,0.850356165,1.61058908,,,,,
-1.188,-2.0387,0.304830315,0.130197858,0.360829403,0.109991741,,,,,
-0.6139,-1.8328,0.541235928,0.159965038,0.399956295,0.216470716,,,,,
-1.0538,-0.9607,0.348610509,0.382624955,0.618566856,0.215638906,,,,,
-1.0086,-2.6752,0.364729243,0.068893048,0.262474853,0.095732254,,,,,
-0.9762,-1.3351,0.376739994,0.263131861,0.512963801,0.193253979,,,,,
-1.0726,-1.8324,0.342117854,0.160029037,0.400036294,0.136859558,,,,,
-0.82,-0.7727,0.440431655,0.461764619,0.679532648,0.299287688,,,,,
-0.3217,-1.2156,0.724915632,0.296532042,0.544547557,0.394751037,,,,,
-0.5594,-1.2396,0.571551892,0.289499995,0.538052037,0.30752466,,,,,
-0.7961,0.8367,0.451084769,2.308735565,1.51945239,0.68540183,,,,,
0.5191,-1.3502,1.680514506,0.259188418,0.509105508,0.85555919,,,,,
-0.8533,-0.1257,0.426006787,0.881879371,0.939084326,0.400056297,,,,,
-0.3931,-0.7682,0.674961248,0.463847242,0.681063317,0.459691347,,,,,
-1.1778,-0.596,0.307955496,0.551011279,0.74230134,0.228595777,,,,,
1.0869,0.1829,2.9650681,1.200694333,1.095761987,3.249008913,,,,,
-1.7375,-0.7293,0.175959751,0.482246444,0.694439662,0.12219343,,,,,
0.2328,-1.0888,1.262129028,0.336620196,0.580189793,0.732274379,,,,,
-0.0349,0.5113,0.965701982,1.667457481,1.291300694,1.247011639,,,,,
-0.0024,0.6796,0.997602878,1.973088339,1.404666629,1.401299471,,,,,
0.8105,0.1234,2.249032222,1.131336865,1.063643204,2.392167838,,,,,
0.0952,-2.8124,1.099878809,0.060060674,0.245072793,0.269550371,,,,,
-0.3203,-0.6635,0.725931225,0.515045517,0.717666717,0.520976679,,,,,
0.1554,-1.4448,1.168125118,0.23579323,0.485585451,0.567224562,,,,,
-1.2926,0.2851,0.274556009,1.329895011,1.15321074,0.316620938,,,,,
-0.732,-2.3242,0.480946135,0.097861702,0.312828551,0.150453682,,,,,
0.6028,0.4182,1.827227882,1.519224489,1.232568249,2.252183072,,,,,
-0.7532,0.2217,0.470857396,1.248196863,1.11722731,0.526054742,,,,,
-0.0141,0.0217,0.985998939,1.021937157,1.010909075,0.996755276,,,,,
-1.3834,-0.6348,0.250724638,0.530041486,0.728039481,0.182537436,,,,,
-0.1568,-1.2582,0.854875017,0.284165064,0.533071349,0.455709379,,,,,
-1.0678,-1.053,0.343763967,0.348889509,0.590668696,0.203050614,,,,,
-1.1514,-1.7968,0.316193788,0.165828692,0.407220692,0.128760653,,,,,
1.5683,0.0903,4.798483834,1.094502585,1.046184776,5.020100734,,,,,
0.2478,0.9044,1.281203666,2.470449209,1.57176627,2.013752707,,,,,
-0.4111,-0.2908,0.662920636,0.747665196,0.864676353,0.573211798,,,,,
0.2512,-1.7941,1.285567172,0.166277034,0.407770811,0.524216768,,,,,
-0.3089,-0.48,0.734254192,0.618783392,0.786627861,0.577584804,,,,,
-0.623,-0.3069,0.536333023,0.73572417,0.85774365,0.460036245,,,,,
-0.5308,0.1842,0.588134274,1.20225625,1.096474464,0.644874213,,,,,
0.4667,-1.3186,1.594722915,0.267509553,0.517213257,0.824811833,,,,,
-0.1192,-2.2819,0.887630257,0.102090051,0.319515338,0.283611482,,,,,
0.3599,-1.8387,1.433186089,0.159024023,0.398778163,0.571523315,,,,,
-1.0604,-2.671,0.346317256,0.069183008,0.263026629,0.09109066,,,,,
-0.7861,-1.8268,0.455618246,0.160927713,0.401157966,0.182774889,,,,,
-1.472,-2.2728,0.229466094,0.103023311,0.320972445,0.073652293,,,,,
0.1613,-1.1096,1.175037427,0.329690811,0.574187087,0.674691318,,,,,
-2.0746,-0.2496,0.12560666,0.779112366,0.88267342,0.11086966,,,,,
-0.2782,-2.6789,0.757145377,0.068638615,0.261989723,0.198364308,,,,,
-1.1971,-0.8615,0.302068943,0.422527815,0.650021396,0.196351276,,,,,
-0.0151,-0.2684,0.985013433,0.764601879,0.874415164,0.861310683,,,,,
-0.0092,-0.8019,0.990842191,0.44847605,0.669683544,0.66355071,,,,,
1.053,-0.7213,2.866236944,0.486119889,0.697222984,1.998406274,,,,,
0.2553,-1.3498,1.290848817,0.259292114,0.509207339,0.657309691,,,,,
-0.789,-2.212,0.454298867,0.109481466,0.330879837,0.150318335,,,,,
-0.0747,-1.2744,0.928021851,0.279598677,0.528770912,0.49071096,,,,,
-1.4832,-2.111,0.226910412,0.121116789,0.348018375,0.078968993,,,,,
-1.355,-1.1258,0.257947294,0.324392849,0.569554957,0.14691516,,,,,
0.7201,-3.2794,2.054638664,0.037650841,0.194038245,0.398678481,,,,,
0.1956,0.06,1.216040392,1.061836547,1.030454534,1.253074335,,,,,
1.2376,1.6017,3.447329937,4.961459741,2.227433442,7.678697988,,,,,
-1.6916,-0.1785,0.184224529,0.836524057,0.914616891,0.168494866,,,,,
-0.9675,-1.5616,0.380031931,0.209800122,0.458039433,0.17406961,,,,,
-0.0949,-1.9546,0.909463876,0.141621114,0.376325808,0.342254728,,,,,
-0.0577,-2.1199,0.943933085,0.120043632,0.346473134,0.327047454,,,,,
-2.0868,0.6772,0.124083569,1.968358605,1.40298204,0.174087018,,,,,
-2.1242,-0.9598,0.119528553,0.382969472,0.618845273,0.07396968,,,,,
0.5042,0.818,1.655660462,2.265963376,1.50531172,2.492285099,,,,,
-0.7343,-2.023,0.47984123,0.132258095,0.363673061,0.174505329,,,,,
-0.6155,1.116,0.540370642,3.052619273,1.747174654,0.94412189,,,,,
-0.095,-0.4308,0.909372934,0.649988896,0.806218888,0.733153636,,,,,
-0.1951,-1.6182,0.822752379,0.198255238,0.445258619,0.366337588,,,,,
0.2617,-1.4696,1.299136743,0.230017474,0.47960137,0.623067761,,,,,
0.3603,-2.8029,1.433759478,0.060633969,0.246239657,0.353048443,,,,,
-1.0255,1.4465,0.358617112,4.248219696,2.06112098,0.739153253,,,,,
-1.2619,-1.876,0.283115596,0.153201689,0.391409873,0.110814239,,,,,
0.6283,-1.5591,1.874421353,0.210325279,0.45861234,0.859632764,,,,,
-2.2066,-0.3239,0.110074266,0.723322571,0.850483728,0.093616372,,,,,
0.335,-1.0078,1.397940385,0.365021143,0.604169797,0.844593358,,,,,
0.2883,-1.0073,1.334157491,0.3652037,0.604320858,0.8062592,,,,,
-0.434,-1.8537,0.647912255,0.156656464,0.395798514,0.256442708,,,,,
-0.014,-1.0757,0.986097544,0.34105893,0.584002509,0.57588344,,,,,
-0.1381,-0.0407,0.871011586,0.960117122,0.979855664,0.853465636,,,,,
-1.1113,-1.5612,0.329130813,0.209884059,0.45813105,0.150785045,,,,,
-0.7662,0.1863,0.464775865,1.204783641,1.097626367,0.510150244,,,,,
0.2415,-2.661,1.273157455,0.069878308,0.264345056,0.336552878,,,,,
-0.0373,-1.9857,0.963387076,0.137284481,0.370519205,0.356953414,,,,,
-2.134,-2.2974,0.118362894,0.100519856,0.317048665,0.037526798,,,,,
-1.8079,-1.2837,0.163998172,0.277010463,0.526317835,0.086315163,,,,,
0.0077,-2.3764,1.007729721,0.09288436,0.304769355,0.307125138,,,,,
0.2772,0.0912,1.319430231,1.095488081,1.046655665,1.380989125,,,,,
0.731,-0.3919,2.077156726,0.675771688,0.822053336,1.707533617,,,,,
0.3425,-0.9102,1.408464354,0.402443727,0.634384526,0.893507992,,,,,
-1.0273,-2.6605,0.357972182,0.069913256,0.26441115,0.094651836,,,,,
-0.8,-0.6322,0.449328964,0.531421387,0.728986548,0.32755477,,,,,
0.5754,-1.602,1.777841521,0.201493128,0.44887986,0.798037253,,,,,
-0.1018,0.2179,0.903210176,1.243462715,1.115106594,1.007175622,,,,,
-0.4176,-1.5661,0.658625626,0.208858143,0.457010003,0.300998499,,,,,
-0.0457,-2.612,0.955328518,0.073387622,0.270901498,0.258799927,,,,,
-0.5362,0.4731,0.584966909,1.604961871,1.266870898,0.741077552,,,,,
-0.9031,-0.4035,0.405311245,0.667978027,0.817299227,0.331260568,,,,,
0.1303,0.4759,1.139170083,1.609462062,1.268645759,1.445203295,,,,,
-1.5951,0.2831,0.202888239,1.327237879,1.152058106,0.23373904,,,,,
-0.5962,1.3358,0.550901088,3.803037159,1.950137728,1.074332996,,,,,
-0.2295,0.1451,0.794930969,1.15615518,1.075246567,0.854746795,,,,,
-0.7375,0.3019,0.478308193,1.352425977,1.16293851,0.556243017,,,,,
-1.0986,-1.0936,0.33333743,0.33500829,0.578799007,0.192935373,,,,,
-1.4054,-2.1034,0.245268929,0.122040783,0.34934336,0.085683072,,,,,
-0.8067,-1.8166,0.446328523,0.162577576,0.403209097,0.179963721,,,,,
-0.9598,-1.4319,0.382969472,0.238854667,0.4887276,0.187167751,,,,,
0.5145,-0.269,1.672801892,0.764143256,0.874152879,1.462284589,,,,,
0.3106,0.1467,1.364243415,1.158006509,1.076107108,1.468072036,,,,,
-0.3697,-0.7233,0.690941582,0.485148621,0.696526109,0.481258852,,,,,
0.252,1.2159,1.286596037,3.373328694,1.836662379,2.363042539,,,,,
-0.5593,0.1839,0.57160905,1.201895628,1.096310005,0.626660721,,,,,
-1.6519,0.7633,0.19168536,2.145344188,1.464699351,0.280761423,,,,,
-0.4393,-2.3108,0.644487404,0.099181874,0.314931539,0.20296941,,,,,
-0.0042,-1.2423,0.995808808,0.288719399,0.537326157,0.53507412,,,,,
-0.5227,0.5368,0.592917508,1.710524417,1.307870183,0.775459129,,,,,
0.1108,0.0374,1.11717145,1.038108181,1.01887594,1.138259111,,,,,
-1.1768,-1.1012,0.308263606,0.332471878,0.576603744,0.177745949,,,,,
0.101,-0.6938,1.106276642,0.499673697,0.706876012,0.782000421,,,,,
0.5144,0.0369,1.67263462,1.037589257,1.018621253,1.703781172,,,,,
-1.3435,-0.9519,0.260930811,0.386006913,0.621294546,0.16211489,,,,,
0.2381,0.5111,1.26883607,1.667124023,1.29117157,1.638285061,,,,,
0.0281,-0.8012,1.028498529,0.448790093,0.669917975,0.689009652,,,,,
-1.123,-1.5146,0.325302422,0.219896126,0.468930833,0.152544336,,,,,
-0.632,-1.256,0.531527682,0.284790915,0.533658051,0.283654026,,,,,
0.0183,0.206,1.018468471,1.228753204,1.108491409,1.128963551,,,,,
-0.5358,-0.7935,0.585200942,0.452259115,0.67250213,0.39354888,,,,,
-0.0111,0.1304,0.988961378,1.139284006,1.067372478,1.055590156,,,,,
-0.2441,1.0697,0.783409289,2.914505017,1.707192144,1.337430185,,,,,
-0.1009,-0.3695,0.904023431,0.691079784,0.831312086,0.751525604,,,,,
-0.6639,-0.7827,0.51483954,0.457169984,0.676143464,0.34810539,,,,,
-1.6458,0.1784,0.192858214,1.195303347,1.093299294,0.21085175,,,,,
-1.5055,-0.42,0.221906313,0.65704682,0.810584246,0.179873761,,,,,
-0.3008,-1.2994,0.740225803,0.272695361,0.522202414,0.386547701,,,,,
-0.4322,-1.3129,0.649079548,0.269038712,0.518689417,0.336670692,,,,,
0.2191,0.3366,1.244955766,1.40017888,1.183291545,1.473145632,,,,,
-2.0497,-0.1855,0.12877353,0.830688836,0.911421327,0.117366941,,,,,
-0.8307,-0.1977,0.435744159,0.820616001,0.90587858,0.394731299,,,,,
-1.1467,-1.4877,0.317683397,0.225891609,0.475280558,0.150988742,,,,,
-1.252,-0.5257,0.28593236,0.591141421,0.768857217,0.219841159,,,,,
0.3002,0.4388,1.350128806,1.550845087,1.245329309,1.681354973,,,,,
-0.3967,-1.6215,0.672535756,0.197602074,0.444524548,0.298958653,,,,,
-2.1559,0.4322,0.115798925,1.540643213,1.241226495,0.143732693,,,,,
0.1673,-1.7166,1.182108845,0.179676009,0.42388207,0.501074744,,,,,
-0.7026,2.4234,0.495295859,11.28416031,3.359190425,1.663793107,,,,,
1.6395,-1.2654,5.152592572,0.282126423,0.531155743,2.736829134,,,,,
0.6739,-0.5708,1.961873728,0.565073199,0.751713509,1.474766983,,,,,
0.3091,-1.7621,1.362198584,0.171683949,0.414347618,0.564423739,,,,,
-1.1007,-2.3561,0.332638155,0.094789181,0.307878517,0.102412142,,,,,
-0.376,-0.2156,0.686602333,0.80605766,0.89780714,0.616436477,,,,,
-0.9279,-0.8884,0.395383144,0.411313328,0.641337141,0.253573895,,,,,
-0.8536,-2.2553,0.425879005,0.104842086,0.323793277,0.137896759,,,,,
-0.7654,-0.3476,0.465147835,0.706381372,0.840464974,0.390940463,,,,,
0.3562,-4.0528,1.427893098,0.01737366,0.131809181,0.18820942,,,,,
-1.7078,-1.0528,0.181264135,0.348959294,0.590727766,0.107077758,,,,,
0.7839,-1.1908,2.189996619,0.303977984,0.551341985,1.207437083,,,,,
-0.0568,-1.3039,0.944783007,0.271470989,0.521028779,0.492259137,,,,,
-2.1299,-1.3999,0.118849178,0.246621625,0.496610134,0.059021706,,,,,
-0.2617,-2.6959,0.769741912,0.067481621,0.259772248,0.199957587,,,,,
-0.9706,-2.6148,0.378855657,0.073182424,0.270522501,0.10248898,,,,,
0.2742,0.6463,1.315477872,1.908466424,1.381472556,1.817296578,,,,,
1.4003,0.0829,4.056416709,1.08643316,1.042321044,4.228088501,,,,,
0.7142,-0.5405,2.042551987,0.582456951,0.763188673,1.558852541,,,,,
0.5169,-0.8487,1.676821438,0.427970933,0.654194874,1.096967989,,,,,
-0.2594,-1.3344,0.771514356,0.263316118,0.51314337,0.395897476,,,,,
0.3651,-0.6287,1.440658067,0.533284621,0.730263391,1.052059845,,,,,
-0.3645,-0.6961,0.694543836,0.498525768,0.706063572,0.490392102,,,,,
0.4051,-1.4171,1.499452438,0.242416005,0.492357599,0.738266802,,,,,
0.3046,-0.8416,1.356082462,0.431020339,0.656521393,0.890297146,,,,,
1.65,0.1753,5.206979827,1.191603644,1.091605993,5.683970385,,,,,
0.4762,0.8384,1.609944973,2.312663753,1.520744473,2.44831492,,,,,
-0.3323,0.9441,0.717272109,2.570498888,1.603277546,1.149986266,,,,,
0.3989,-2.9108,1.490184593,0.054432167,0.233307022,0.34767053,,,,,
-0.2474,-0.3413,0.7808283,0.710845623,0.843116613,0.658329311,,,,,
0.4066,-1.0553,1.501703304,0.348087985,0.589989818,0.885989659,,,,,
1.2684,-2.4581,3.555159754,0.085597432,0.292570388,1.040134467,,,,,
-1.6116,0.0599,0.19956805,1.061730368,1.030403013,0.20563552,,,,,
-0.8247,0.952,0.438366483,2.590886254,1.609623016,0.70560478,,,,,
0.1014,-0.998,1.106719241,0.368615936,0.607137494,0.671930746,,,,,
-0.0515,-1.2313,0.94980365,0.291912844,0.540289593,0.513169027,,,,,
-0.2402,-1.1141,0.786470551,0.328210535,0.572896619,0.450566319,,,,,
-0.9712,-0.5991,0.378628411,0.549305789,0.741151664,0.280621077,,,,,
-1.1522,0.3103,0.315940934,1.363834203,1.167833123,0.368966288,,,,,
1.1852,2.4922,3.271341024,12.08784014,3.47675713,11.37365823,,,,,
-0.1792,-1.7574,0.835938695,0.172492762,0.41532248,0.347184132,,,,,
0.0529,-0.1739,1.054324207,0.840380932,0.916722931,0.966523177,,,,,
-1.3659,-1.574,0.255150937,0.207214664,0.455208374,0.116146843,,,,,
-2.1517,-1.3679,0.116286303,0.254641145,0.504619802,0.058680371,,,,,
-1.198,-0.4878,0.301797203,0.613975656,0.783565987,0.236478023,,,,,
-0.413,0.2078,0.661662283,1.230966952,1.1094895,0.734107356,,,,,
-0.4912,0.0049,0.611891683,1.004912025,1.002453004,0.613392656,,,,,
0.261,-2.3843,1.298227665,0.092153464,0.303567891,0.394100234,,,,,
-1.6307,-1.954,0.195792471,0.141706112,0.376438723,0.073703868,,,,,
-0.4279,-1.2394,0.651876599,0.289557901,0.538105845,0.350778608,,,,,
-0.1871,-0.9436,0.829360796,0.389224103,0.623878276,0.517420184,,,,,
-2.5171,-0.8955,0.080693278,0.408403346,0.63906443,0.051568204,,,,,
0.0095,0.4373,1.009545268,1.548520564,1.244395662,1.256273752,,,,,
-1.5006,-2.232,0.222996322,0.107313588,0.327587528,0.073050814,,,,,
-0.5371,-0.3023,0.584440675,0.739116297,0.859718731,0.502454596,,,,,
1.2242,-1.7281,3.401443839,0.177621571,0.421451742,1.43354443,,,,,
0.5766,-2.3069,1.779976212,0.099569439,0.315546255,0.561664827,,,,,
-0.0321,0.567,0.968409736,1.7629702,1.32776888,1.285824311,,,,,
-0.7671,-3.1817,0.464357755,0.04151502,0.203752349,0.094613983,,,,,
-0.1228,-0.5395,0.884440533,0.583039699,0.763570363,0.675332579,,,,,
1.2365,-0.9157,3.443539959,0.400236363,0.632642365,2.178529265,,,,,
-0.3993,-2.7623,0.670789434,0.063146365,0.251289404,0.168562277,,,,,
0.3296,-0.1506,1.390411852,0.860191707,0.927465205,1.289558614,,,,,
-0.9491,-0.1274,0.387089247,0.88038145,0.938286443,0.363200593,,,,,
-0.5032,-0.3023,0.604592864,0.739116297,0.859718731,0.51977981,,,,,
-0.5954,0.7549,0.551341985,2.127398773,1.458560514,0.804165649,,,,,
0.0139,-1.8223,1.013997054,0.16165352,0.402061587,0.407689265,,,,,
-0.171,-0.79,0.842821573,0.453844795,0.673680039,0.567792071,,,,,
-0.7006,-1.3203,0.496287442,0.267055173,0.516773813,0.256468354,,,,,
-0.0889,-3.6148,0.914937063,0.026922309,0.164080191,0.150123048,,,,,
-1.7348,-0.9135,0.176435484,0.401117852,0.633338655,0.111743412,,,,,
0.503,-1.7221,1.653674861,0.178690504,0.422717995,0.699038122,,,,,
-1.6064,-2.9773,0.200608506,0.05093016,0.225677114,0.045272749,,,,,
-0.1088,-0.3815,0.896909782,0.682836386,0.826339147,0.741151664,,,,,
-1.1176,0.9573,0.327063807,2.604654404,1.613894174,0.527846372,,,,,
-0.6547,-0.7126,0.519597919,0.490367583,0.70026251,0.363854943,,,,,
-0.0468,-1.6078,0.954278234,0.200327851,0.447579994,0.427115846,,,,,
1.4854,-0.3534,4.416731752,0.702296219,0.838031156,3.701358817,,,,,
-0.8159,0.1681,0.442241131,1.18305491,1.087683277,0.481018283,,,,,
-0.1665,0.9369,0.846622817,2.552057764,1.597516123,1.3524936,,,,,
-1.1487,-1.2088,0.317048665,0.298555331,0.54640217,0.173236078,,,,,
0.5935,1.1999,1.810313437,3.319784928,1.822027697,3.298441222,,,,,
-1.5372,-1.6453,0.21498221,0.192954668,0.439266056,0.094434387,,,,,
-0.5605,-0.8689,0.570923531,0.41941265,0.647620761,0.369741931,,,,,
0.2253,-1.2246,1.252698469,0.293875227,0.542102598,0.679091095,,,,,
0.2386,0.6965,1.269470647,2.006716893,1.416586352,1.798314793,,,,,
-1.152,-2.6641,0.316004129,0.069662021,0.263935638,0.083404751,,,,,
0.3296,-0.7184,1.390411852,0.487531683,0.69823469,0.970833789,,,,,
0.7782,-0.962,2.177549147,0.382127865,0.618164918,1.346084489,,,,,
-0.0835,-0.3888,0.919891087,0.67786983,0.823328507,0.757372555,,,,,
-1.1734,-0.7053,0.309313486,0.493960364,0.702823138,0.217392675,,,,,
-1.8933,-0.3197,0.150574094,0.726366914,0.85227162,0.128330027,,,,,
-0.2594,0.172,0.771514356,1.187677833,1.089806328,0.840801227,,,,,
0.7105,0.7225,2.035008509,2.059575719,1.435122197,2.920485881,,,,,
0.0401,-1.0585,1.04091486,0.346975884,0.589046589,0.613147348,,,,,
0.4225,0.0913,1.52577122,1.095597635,1.046707999,1.59703694,,,,,
-0.7485,-1.4917,0.473075634,0.224989848,0.474330947,0.224394414,,,,,
-0.5395,-2.6921,0.583039699,0.067738539,0.260266285,0.151745576,,,,,
0.2468,-1.9348,1.279923103,0.144453157,0.380069936,0.486460292,,,,,
1.1476,0.2569,3.150622335,1.292915829,1.137064567,3.58246102,,,,,
0.2163,0.5232,1.241474766,1.687418759,1.299006836,1.612684207,,,,,
-0.4728,-0.1262,0.62325471,0.881438541,0.938849584,0.585142425,,,,,
0.1551,0.4352,1.167774733,1.545272082,1.243089732,1.45164878,,,,,
0.7644,-0.0142,2.147705365,0.985900344,0.992925145,2.132510662,,,,,
-0.148,-0.2159,0.862431115,0.805815879,0.897672479,0.774180677,,,,,
-1.2896,-1.2413,0.275380913,0.289008263,0.537594887,0.148043371,,,,,
0.131,-3.1351,1.139967781,0.043495404,0.208555518,0.237746571,,,,,
0.3299,-0.6585,1.390829039,0.517627193,0.719463128,1.000650211,,,,,
-0.7064,-0.8268,0.493417306,0.437446879,0.661397671,0.326345057,,,,,
-1.5428,-0.8008,0.213781674,0.448969645,0.670051972,0.143244832,,,,,
-0.3943,-1.1973,0.67415178,0.302008535,0.549553032,0.370482155,,,,,
-1.9328,-2.8196,0.144742352,0.05962979,0.244192117,0.035344941,,,,,
-0.0687,-1.5684,0.93360672,0.208378321,0.456484744,0.426177224,,,,,
0.5206,2.0753,1.683037169,7.966936181,2.82257616,4.750500591,,,,,
-0.2253,0.4947,0.7982767,1.640006163,1.280627254,1.022294898,,,,,
-1.2803,-1.2716,0.277953902,0.28038265,0.529511709,0.147179846,,,,,
-0.0885,-2.0255,0.915303111,0.131927863,0.363218753,0.332455255,,,,,
-0.6748,-0.5947,0.509258262,0.551728059,0.742783992,0.378268885,,,,,
-1.5759,-0.7212,0.20682133,0.486168504,0.697257846,0.144207795,,,,,
0.4392,-2.0948,1.551465549,0.12309486,0.350848771,0.544329781,,,,,
-2.1068,1.5218,0.121626549,4.580462612,2.140201535,0.260305328,,,,,
0.5323,0.1924,1.70284435,1.212155282,1.100979238,1.874796275,,,,,
1.2449,-0.7576,3.472587523,0.468790174,0.684682535,2.37762003,,,,,
1.029,-0.891,2.798266169,0.410245302,0.640503944,1.792300518,,,,,
-0.4901,-1.0345,0.612565135,0.355404039,0.59615773,0.36518544,,,,,
-0.2844,0.1838,0.752465598,1.201775444,1.096255191,0.824894318,,,,,
-0.7391,0.8585,0.477543511,2.35961861,1.536105013,0.733556982,,,,,
-1.2009,-0.5027,0.300923259,0.604895236,0.777750111,0.234043098,,,,,
